,citys,latlong,spots,provinces
475,孝感,"114.139536,31.336324",观音湖,湖北
476,襄阳,"111.998157,32.004615",襄阳凤凰温泉,湖北
477,武汉,"114.301325,30.622374",武汉科学技术馆,湖北
478,宜昌,"111.152754,30.778517",石牌要塞旅游区,湖北
479,宜昌,"111.772829,30.841178",关陵庙,湖北
480,咸宁,"113.636037,29.877100",赤壁遗址,湖北
481,黄冈,"115.018528,31.180933",麻城烈士陵园,湖北
482,深圳,"113.972116,22.598884",深圳野生动物园,广东
483,东莞,"114.027924,22.976323",隐贤山庄,广东
484,广州,"113.264434,23.129162",广州塔,广东
485,广州,"113.363360,23.039144",广东科学中心,广东
486,广州,"113.404731,23.035450",岭南印象园,广东
487,广州,"113.761271,23.578576",白水寨,广东
488,广州,"113.294386,22.894487",宝墨园,广东
489,东莞,"114.111187,22.905382",东莞观音山国家森林公园,广东
490,深圳,"114.287666,22.626673",东部华侨城,广东
491,东莞,"114.191788,22.712625",东莞龙凤山庄影视渡假村,广东
492,深圳,"113.901494,22.501386",青青世界,广东
493,广州,"113.715789,23.699151",碧水湾温泉度假村,广东
494,广州,"113.367196,23.181797",华南植物园,广东
495,广州,"113.305951,23.137890",广州动物园,广东
496,佛山,"113.077353,23.004731",南风古灶旅游区,广东
497,惠州,"114.030082,23.614391",南昆山温泉大观园,广东
498,清远,"113.483328,23.746877",聚龙湾天然温泉度假村,广东
499,江门,"113.024155,22.150092",新会古兜温泉旅游度假村,广东
500,清远,"113.184044,23.564150",古龙峡漂流,广东
501,韶关,"113.621976,24.660140",曹溪温泉假日度假村,广东
502,广州,"113.245821,23.125483",陈家祠,广东
503,惠州,"114.239936,23.819964",铁泉旅游度假区,广东
504,广州,"113.264672,23.132868",中山纪念堂,广东
505,珠海,"113.538641,22.242561",圆明新园,广东
506,深圳,"113.774204,22.727234",海上田园,广东
507,汕头,"116.759208,23.345136",汕头方特欢乐世界·蓝水星,广东
508,梅州,"116.155395,24.263677",客天下,广东
509,佛山,"112.879860,22.856751",南海湾森林生态园,广东
510,河源,"114.827283,24.413970",热龙温泉度假村,广东
511,云浮,"112.474190,22.608292",金水台温泉,广东
512,清远,"113.491873,24.278996",英德奇洞温泉,广东
513,潮州,"116.699873,23.677406",淡浮院,广东
514,深圳,"114.104942,22.714044",观澜山水田园旅游文化园,广东
515,河源,"114.596384,23.719755",桂山风景区,广东
516,中山,"113.330928,22.434828",詹园,广东
517,珠海,"113.521280,22.294020",农科奇观,广东
518,江门,"112.751176,22.182768",锦江温泉,广东
519,阳江,"111.911780,21.630977",海陵岛,广东
520,肇庆,"112.552445,23.162276",鼎湖山,广东
521,清远,"112.642500,24.466821",广东第一峰,广东
522,揭阳,"115.990069,23.575984",黄满寨瀑布,广东
523,茂名,"111.233486,21.485892",放鸡岛,广东
524,清远,"113.368718,24.125098",宝晶宫生态旅游度假区,广东
525,清远,"113.581826,23.860704",森波拉度假森林,广东
526,广州,"113.160947,23.400446",石头记矿物园,广东
527,河源,"114.631793,23.774255",万绿湖,广东
528,梅州,"115.947812,24.900500",五指石,广东
529,江门,"112.566015,22.349559",立园,广东
530,茂名,"110.824124,21.626550",茂名森林公园,广东
531,广州,"113.207175,23.380919",碧桂园故乡里,广东
532,惠州,"114.700817,23.039703",永记生态园,广东
533,肇庆,"112.429112,23.044461",肇庆龙母庙,广东
534,韶关,"113.288564,24.738744",丽宫云瑶谷温泉,广东
535,云浮,"112.223030,22.488808",天露山旅游度假区,广东
536,江门,"112.692578,21.847429",川山群岛旅游度假区,广东
537,江门,"112.751176,22.182768",金山温泉,广东
538,东莞,"113.887817,22.944498",松山湖,广东
539,清远,"112.424569,24.733468",湟川三峡,广东
540,广州,"113.327990,23.132189",正佳广场商贸旅游区,广东
541,惠州,"114.756621,22.684564",巽寮湾,广东
542,广州,"113.261067,23.137864",南越王博物馆,广东
543,佛山,"112.867958,23.191394",三水森林公园,广东
544,广州,"113.506388,22.966735",广州番禺莲花山,广东
545,惠州,"114.253390,23.791580",尚天然国际温泉小镇,广东
546,广州,"113.265605,23.140140",越秀公园,广东
547,佛山,"113.255599,22.835906",清晖园,广东
548,江门,"112.615174,22.150799",康桥温泉度假村,广东
549,韶关,"114.177137,25.266224",南岭国家森林公园,广东
550,潮州,"116.872896,23.693720",绿岛旅游山庄,广东
551,湛江,"110.423378,21.221210",蓝月湾温泉,广东
552,汕尾,"115.833613,22.817774",玄武山,广东
553,广州,"113.420242,23.456862",九龙湖,广东
554,韶关,"113.313499,24.807632",云门寺,广东
555,梅州,"116.122238,24.288615",梅州市雁山湖国际花园度假区,广东
556,河源,"114.629277,23.776159",万绿湖镜花缘旅游区,广东
557,清远,"113.582942,23.862894",森波拉奇妙世界,广东
558,湛江,"110.272905,21.163582",湖光岩,广东
559,阳江,"111.831546,22.590617",凌霄岩,广东
560,河源,"114.756686,23.793790",东江画廊,广东
561,广州,"113.497559,23.081468",南海神庙,广东
562,梅州,"116.395834,24.397565",灵光寺,广东
563,惠州,"114.327136,23.312868",平安山,广东
564,佛山,"113.130724,22.853086",荷花奇境,广东
565,广州,"113.295066,23.139724",黄花岗公园,广东
566,肇庆,"112.486673,23.078256",星湖湿地公园,广东
567,肇庆,"111.770444,23.138722",肇庆市德庆学宫景区,广东
568,河源,"114.596460,23.722820",桂山大峡谷漂流,广东
569,汕头,"116.650096,23.260654",中信高尔夫海滨度假村,广东
570,广州,"113.294432,23.140705",黄花岗七十二烈士陵园,广东
571,汕头,"116.750003,23.364466",汕头南澳生态旅游区,广东
572,汕头,"116.763883,23.473402",自然之门,广东
573,清远,"113.091798,23.760682",黄腾峡漂流,广东
574,潮州,"116.587569,23.504490",东山湖温泉度假村,广东
575,揭阳,"116.042833,23.505756",京明温泉度假村,广东
576,汕头,"116.693433,23.316715",汕头礐石风景名胜区,广东
577,清远,"113.091798,23.760682",黄腾峡生态旅游区,广东
578,广州,"113.307163,23.107980",广东美术馆,广东
579,东莞,"113.660061,22.824405",鸦片战争博物馆,广东
580,江门,"113.044381,22.563301",圭峰山国家森林公园,广东
581,深圳,"114.174956,22.578596",深圳仙湖植物园,广东
582,清远,"113.586608,23.859571",羊角山生态旅游度假区,广东
583,河源,"115.127928,24.194229",热水漂流,广东
584,韶关,"113.325992,24.807073",云门峡,广东
585,清远,"113.015572,23.747909",玄真古洞漂流,广东
586,佛山,"113.197036,22.976456",陈村花卉世界,广东
587,清远,"113.015572,23.747909",玄真古洞生态旅游区,广东
588,惠州,"113.864042,23.630926",南昆山,广东
589,梅州,"116.336700,24.415140",叶剑英纪念园,广东
590,清远,"113.026384,23.709433",飞来峡,广东
591,广州,"113.285914,23.128828",广州起义烈士陵园,广东
592,汕头,"117.029972,23.417853",南澳岛,广东
593,清远,"112.790860,23.615344",清新温矿泉,广东
594,广州,"113.190307,23.448931",芙蓉度假村,广东
595,广州,"113.293941,23.050024",极力道神秀,广东
596,揭阳,"116.318502,23.558028",阳美玉都旅游景区,广东
597,东莞,"113.746581,23.009504",东莞市科学技术博物馆,广东
598,梅州,"116.145101,24.696710",长潭,广东
599,云浮,"112.225790,22.591143",六祖故里旅游度假区,广东
600,河源,"114.827260,24.413296",和平温泉之都,广东
601,汕头,"116.809996,23.596947",莲华乡村旅游区,广东
602,珠海,"113.556390,22.355557",翠湖高尔夫球会,广东
603,河源,"115.407236,24.043151",知青部落龙飞度假村,广东
604,南宁,"108.332523,22.826876",南宁海底世界,广西
605,贺州,"111.206720,24.247999",黄姚古镇,广西
606,桂林,"110.132180,25.770430",龙脊梯田,广西
607,桂林,"110.272262,25.305716",芦笛岩,广西
608,桂林,"110.295955,25.269721",象山公园,广西
609,桂林,"110.439510,24.642001",银子岩,广西
610,北海,"109.116597,21.042196",涠洲岛,广西
611,桂林,"110.388313,24.862166",阳朔世外桃源景区,广西
612,北海,"109.127499,21.487197",北海海底世界,广西
613,北海,"109.150702,21.405048",北海银滩,广西
614,贺州,"111.513904,24.636153",姑婆山,广西
615,北海,"109.126421,21.433496",北海金海湾红树林,广西
616,桂林,"110.313399,25.271830",七星景区,广西
617,桂林,"110.212658,25.892006",龙胜温泉旅游度假区,广西
618,贵港,"110.071830,23.395425",桂平西山,广西
619,南宁,"108.418720,22.884316",九曲湾温泉度假村,广西
620,南宁,"108.416542,22.875651",南宁大明山,广西
621,桂林,"110.497216,24.738831",阳朔天籁蝴蝶泉,广西
622,南宁,"108.455391,22.900976",嘉和城温泉谷,广西
623,百色,"106.625453,23.023421",通灵大峡谷,广西
624,北海,"109.122252,21.444766",北海海洋之窗,广西
625,桂林,"110.374276,25.289384",桂林尧山景区,广西
626,南宁,"108.268397,22.835751",南宁动物园,广西
627,桂林,"110.464985,25.107247",古东瀑布,广西
628,桂林,"110.290194,25.273566",桂林金钟山,广西
629,柳州,"109.641457,25.897179",程阳八寨景区,广西
630,桂林,"110.493420,24.748643",图腾古道,广西
631,柳州,"109.663189,24.743609",鹿寨香桥国家地质公园,广西
632,河池,"107.011266,24.304010",巴马水晶宫,广西
633,桂林,"110.304719,25.251226",穿山公园,广西
634,南宁,"107.631727,22.959177",南宁龙虎山,广西
635,桂林,"110.332314,24.441812",荔江湾,广西
636,崇左,"106.709343,21.973566",友谊关,广西
637,南宁,"108.376763,22.853784",广西药用植物园,广西
638,钦州,"108.758317,21.622137",三娘湾,广西
639,桂林,"110.269501,25.280628",刘三姐大观园,广西
640,河池,"108.664608,24.481358",宜州刘三姐故里旅游区,广西
641,北海,"108.979932,21.621875",大江埠,广西
642,贵港,"109.469451,23.169861",龙潭国家森林公园,广西
643,钦州,"108.256427,22.106151",八寨沟,广西
644,柳州,"109.298789,24.402521",百里柳江旅游景区,广西
645,贺州,"111.532925,24.415358",贺州十八水,广西
646,桂林,"110.680760,25.600200",灵渠,广西
647,百色,"105.646542,24.522033",大石围天坑,广西
648,桂林,"110.303823,25.282739",伏波山,广西
649,北海,"109.190041,21.643649",合浦汉闾文化园,广西
650,玉林,"110.204543,22.153202",谢鲁山庄,广西
651,柳州,"109.398745,24.880736",石门仙湖景区,广西
652,桂林,"110.482949,24.725205",阳朔聚龙潭,广西
653,桂林,"110.058990,25.360164",义江缘,广西
654,梧州,"111.043592,23.046345",龙母太庙,广西
655,玉林,"109.758924,22.604391",鹿峰山风景区,广西
656,防城港,"108.003349,21.672439",屏峰雨林公园,广西
657,桂林,"110.366918,24.408826",丰鱼岩旅游度假区,广西
658,梧州,"110.678286,23.137255",石表山景区,广西
659,南宁,"108.243093,22.853856",八桂田园景区,广西
660,柳州,"109.136580,24.477376",柳州龙潭,广西
661,河池,"107.022200,24.407300",巴马万寿谷,广西
662,百色,"106.992720,23.681066",聚之乐休闲农业园,广西
663,柳州,"109.447000,25.368103",柳州三江县丹洲古镇景区,广西
664,桂林,"110.290194,25.273566",桂林红溪瀑布,广西
665,南宁,"108.331113,22.828702",南宁人民公园,广西
666,桂林,"110.287386,25.249575",南溪山景区,广西
667,柳州,"109.415738,24.317639",柳侯公园,广西
668,桂林,"110.281917,25.299096",桂林度假村ClubMed,广西
669,柳州,"109.422533,24.308560",柳州文庙,广西
670,玉林,"110.647944,22.817912",都峤山森林公园,广西
671,河池,"107.066612,24.388137",巴马同寿山水,广西
672,南宁,"108.401054,22.774275",广西民族博物馆,广西
673,柳州,"109.412304,24.279119",大龙潭风景区,广西
674,河池,"107.066730,24.539760",鸳鸯洞,广西
675,来宾,"110.112278,24.152927",金秀莲花山,广西
676,南宁,"108.366543,22.817002",南宁一江两湖,广西
677,百色,"106.630875,23.906375",大王岭原始生态旅游景区,广西
678,玉林,"110.560555,22.855803",容州古城,广西
679,钦州,"108.621524,21.944990",刘永福故居,广西
680,百色,"106.639379,23.901504",百色起义纪念馆,广西
681,桂林,"110.451000,25.084569",桂林神龙养生度假区,广西
682,防城港,"108.292115,21.541400",防城港江山半岛白浪滩景区,广西
683,南宁,"108.330084,22.812389",广西科技馆,广西
684,南宁,"108.426659,22.860638",南宁乡村大世界,广西
685,河池,"107.190348,24.182053",盘阳河,广西
686,百色,"106.638800,23.247990",吉星岩景区,广西
687,玉林,"110.204543,22.153202",谢鲁天堂温泉休闲度假村,广西
688,柳州,"109.412640,24.318972",柳州博物馆,广西
689,钦州,"108.623807,21.982518",冯子材故居,广西
690,防城港,"108.109234,21.576559",京岛风景名胜区,广西
691,河池,"107.193112,24.231465",红色旅游区,广西
692,河池,"107.045210,24.549990",凤山世界地质公园,广西
693,河池,"107.190348,24.182053",盘阳河源,广西
694,郑州,"113.930014,34.765888",郑州方特欢乐世界,河南
695,开封,"114.352317,34.807004",龙亭公园,河南
696,开封,"114.346969,34.789640",开封府,河南
697,郑州,"113.513135,34.952695",黄河风景名胜区,河南
698,郑州,"113.932779,34.754331",郑州绿博园,河南
699,开封,"114.354687,34.791793",大相国寺,河南
700,许昌,"113.096406,34.235156",大鸿寨,河南
701,周口,"115.553407,33.860866",老子故里,河南
702,洛阳,"112.602780,34.719086",洛阳白马寺,河南
703,郑州,"112.951048,34.762931",康百万庄园,河南
704,开封,"114.344435,34.810226",中国翰园,河南
705,开封,"114.307581,34.797239",开封大宋御河,河南
706,开封,"114.370299,34.816352",铁塔公园,河南
707,开封,"114.349874,34.820057",万岁山•大宋武侠城,河南
708,新乡,"113.622088,35.725038",万仙山,河南
709,平顶山,"113.566750,33.260672",二郎山,河南
710,周口,"114.875275,33.744123",伏曦太昊陵,河南
711,新乡,"113.571823,35.600302",八里沟,河南
712,周口,"115.494529,33.861532",明道宫,河南
713,信阳,"115.039499,32.139843",鸡公山,河南
714,信阳,"114.081880,32.117752",南湾湖,河南
715,济源,"112.278168,35.148398",王屋山,河南
716,许昌,"114.075799,34.086410",花都温泉度假村,河南
717,安阳,"114.152006,36.151622",马氏庄园,河南
718,洛阳,"111.970707,35.038730",黛眉山,河南
719,安阳,"114.354881,35.944935",羑里城,河南
720,洛阳,"112.247709,33.759341",木札岭,河南
721,济源,"112.187663,35.247335",小沟背风景区,河南
722,洛阳,"112.483385,34.606640",关林,河南
723,漯河,"113.959410,33.804653",南街村,河南
724,驻马店,"114.367711,32.997454",南海禅寺,河南
725,洛阳,"112.385283,34.921243",黄河小浪底水利枢纽风景区,河南
726,鹤壁,"114.122923,35.683603",古灵山,河南
727,安阳,"113.753545,36.235804",太行屋脊,河南
728,三门峡,"110.927139,34.632195",函谷关,河南
729,信阳,"115.308194,31.403749",黄柏山,河南
730,郑州,"113.727011,34.401797",黄帝故里,河南
731,焦作,"113.509983,35.037660",嘉应观,河南
732,洛阳,"111.713701,33.948602",重渡沟,河南
733,安阳,"113.717304,36.174946",太行大峡谷,河南
734,平顶山,"113.306430,33.738399",下汤温泉度假村,河南
735,南阳,"112.528250,32.980750",南阳卧龙岗武侯祠,河南
736,南阳,"112.945413,33.405717",七峰山生态旅游区,河南
737,郑州,"113.033592,34.480350",嵩阳书院,河南
738,郑州,"113.729095,34.723131",中原福塔,河南
739,新乡,"114.087170,35.463912",比干庙,河南
740,焦作,"113.431474,35.088931",黄河文化影视城,河南
741,济源,"112.708729,35.187798",五龙口,河南
742,信阳,"115.795837,31.797829",西九华山,河南
743,平顶山,"113.554224,33.183952",灯台架,河南
744,安阳,"114.354660,35.920099",岳飞庙,河南
745,平顶山,"113.098860,34.078329",三苏园,河南
746,南阳,"111.896869,33.509605",宝天曼生态旅游区,河南
747,商丘,"115.613640,34.368325",商丘古城,河南
748,新乡,"113.572193,35.609058",九莲山,河南
749,洛阳,"111.693748,33.748593",养子沟,河南
750,三门峡,"111.150891,34.239519",豫西大峡谷,河南
751,南阳,"111.599890,33.518522",龙潭沟,河南
752,洛阳,"112.467120,34.673790",龙峪湾,河南
753,南阳,"112.277428,33.325086",五朵山,河南
754,南阳,"111.659807,33.566698",老君洞,河南
755,洛阳,"111.729788,34.258994",神灵寨,河南
756,鹤壁,"114.559787,35.662027",大伾山景区,河南
